"","Name","Team","birthday","mlbid","playerid"
"388","Austin Sexton","- - -",1994-07-17,642063,"sa857572"
"389","Austin Shields","Pirates (R)",1997-11-23,659416,"sa918940"
"390","Austin Smith","- - -",1996-07-09,663930,"sa874790"
"391","Austin Sodders","Tigers (A+)",1995-04-29,664971,"sa875749"
"392","Austin Upshaw","Cubs (A)",1996-07-28,657067,"sa3004498"
"393","Austin Warner","- - -",1994-06-27,677369,"sa3004494"
"394","Austin Warren","- - -",1996-05-05,681810,"sa3006978"
"395","Austin Wright","Rays (AA)",1989-09-26,543944,"sa455460"
"396","Axel Acevedo","- - -",2000-09-23,678677,"sa3005833"
"397","Axel Rios","Mexican (AAA)",1992-12-16,605591,"sa595954"
"398","Axsel Jimenez","Royals (R)",2000-09-08,679467,"sa3006143"
"399","B.J. Myers","Rays (A-)",1995-04-28,656788,"sa3006756"
"400","Bailey Clark","- - -",1994-12-03,641457,"sa857562"
"401","Bailey Falter","- - -",1997-04-24,663559,"sa875033"
"402","Bailey Ober","Twins (A)",1995-07-12,641927,"sa918555"
"403","Bairon De La Rosa","Tigers (R)",1996-07-17,665613,"sa879803"
"404","Barrett Loseke","Yankees (R)",1996-11-12,667435,"sa3008243"
"405","Beau Burrows","Tigers (AA)",1996-09-18,663366,"sa874682"
"406","Beau Sulser","Pirates (A)",1994-05-05,676641,"sa3004099"
"407","Ben Bengtson","Pirates (A)",1995-07-28,676843,"sa3004291"
"408","Ben Bowden","- - -",1994-10-21,641386,"sa873701"
"409","Ben Bracewell","- - -",1990-09-19,659070,"sa837103"
"410","Ben Braymer","- - -",1994-04-28,664069,"sa918477"
"411","Ben Brown","- - -",1999-09-09,676962,"sa3005122"
"412","Ben Griset","Mexican (AAA)",1992-03-12,595231,"sa550008"
"413","Ben Hecht","Cubs (A)",1995-05-31,643357,"sa738501"
"414","Ben Holmes","- - -",1991-09-12,592411,"sa549147"
"415","Ben Krauth","- - -",1994-03-10,670078,"sa918347"
"416","Ben Madison","Giants (R)",1997-09-15,681823,"sa3008173"
"417","Ben Morrison","Angels (R)",1995-01-20,681837,"sa3006705"
"418","Ben Sheckler","- - -",1995-05-12,670044,"sa918099"
"419","Ben Strahm","Giants (R)",1996-12-16,682013,"sa3007255"
"420","Ben Yokley","- - -",1992-09-01,665072,"sa875997"
"421","Benito Garcia","Mets (R)",2000-03-10,681740,"sa3005891"
"422","Benjamin Onyshko","- - -",1996-10-18,647306,"sa3008096"
"423","Benjamin Rodriguez","Cubs (R)",1999-07-27,675851,"sa3004962"
"424","Benjamin Sandoval","Mexican (AAA)",1987-03-08,513569,"sa545115"
"425","Bennett Sousa","- - -",1995-04-06,656986,"sa913181"
"426","Benny Suarez","- - -",1991-09-28,623491,"sa659041"
"427","Benony Robles","- - -",2000-10-01,678840,"sa3006135"
"428","Benton Moss","- - -",1993-02-21,596052,"sa829290"
"429","Bernardo Flores","- - -",1995-08-23,641576,"sa874080"
"430","Billy Lescher","- - -",1995-09-17,676737,"sa3004471"
"431","Billy Oxford","- - -",1995-10-22,676833,"sa3004478"
"432","Billy Strode","Indians (A+)",1992-08-10,650327,"sa857589"
"433","Bladimir Matos","Braves (A+)",1994-01-20,660441,"sa877507"
"434","Blaine Knight","Orioles (A-)",1996-06-28,667421,"sa3008532"
"435","Blair Lakso","Twins (R)",1994-08-23,672165,"sa3004002"
"436","Blake Bass","- - -",1993-06-03,664194,"sa875190"
"437","Blake Battenfield","- - -",1994-08-22,676732,"sa3002734"
"438","Blake Bennett","- - -",1996-03-07,682565,"sa3007940"
"439","Blake Bivens","- - -",1995-08-11,656237,"sa828880"
"440","Blake Cederlind","- - -",1996-01-04,664977,"sa875318"
"441","Blake Hickman","White Sox (A+)",1993-10-29,608341,"sa658504"
"442","Blake Lillis","Brewers (R)",1998-03-10,670396,"sa918559"
"443","Blake Pflughaupt","Rays (A-)",1996-09-04,676822,"sa3004706"
"444","Blake Quinn","- - -",1994-04-29,669301,"sa874229"
"445","Blake Rivera","Giants (A-)",1998-01-09,669690,"sa3008261"
"446","Blake Rogers","Padres (A+)",1994-02-23,664101,"sa876290"
"447","Blake Smith","- - -",1992-08-12,664703,"sa875411"
"448","Blake Taylor","- - -",1995-08-17,642130,"sa737558"
"449","Blake Weiman","- - -",1995-11-05,676620,"sa3004211"
"450","Blake Whitney","Cubs (R)",1996-05-25,681407,"sa3007966"
"451","Blake Workman","Diamondbacks (R)",1997-10-08,682002,"sa3007856"
"452","Blakely Brown","Yankees (R)",1996-08-20,663882,"sa3008480"
"453","Blas Castano","Yankees (R)",1998-09-08,680604,"sa3006617"
"454","Blayne Enlow","Twins (A)",1999-03-21,669416,"sa3005117"
"455","Blinger Perez","Padres (R)",1998-08-21,668591,"sa918098"
"456","Bo Takahashi","- - -",1997-01-23,649963,"sa830370"
"457","Bo Tucker","Angels (R)",1995-05-23,657060,"sa829823"
"458","Bo Way","- - -",1991-11-17,657444,"sa829126"
"459","Bobby Eveld","Rangers (A-)",1991-12-04,595194,"sa925010"
"460","Bobby Milacki","Nationals (R)",1996-11-06,673872,"sa3007216"
"461","Boby Johnson","Rockies (A-)",1997-04-08,681908,"sa3006983"
"462","Boomer Biegalski","Athletics (A+)",1994-07-13,664928,"sa873983"
"463","Boris Sanchez","Mets (R)",1997-06-20,664298,"sa873182"
"464","Bowden Francis","- - -",1996-04-22,670102,"sa918451"
"465","Brad Bass","Tigers (A)",1996-02-15,656213,"sa829618"
"466","Brad Case","- - -",1996-09-13,681902,"sa3007613"
"467","Brad Kuntz","Brewers (AA)",1992-05-14,665290,"sa877529"
"468","Brad Markey","- - -",1992-03-03,623490,"sa659004"
"469","Brad Schreiber","Rockies (A-)",1991-02-13,572395,"sa503433"
"470","Brad Wilson","Blue Jays (R)",1996-08-15,681865,"sa3007247"
"471","Braden Bristo","- - -",1994-11-01,668754,"sa918549"
"472","Braden Pearson","Rangers (R)",1996-02-26,682518,"sa3006998"
"473","Braden Webb","- - -",1995-04-25,657096,"sa876362"
"474","Bradey Welsh","- - -",1997-03-06,682572,"sa3007941"
"475","Brady Anderson","- - -",1992-11-10,595873,"sa920186"
"476","Brady Bowen","Cardinals (AA)",1992-07-24,665319,"sa880382"
"477","Brady Dragmire","- - -",1993-02-05,607170,"sa598911"
"478","Brady Feigl","- - -",1995-11-27,656416,"sa3007455"
"479","Brady Feigl","- - -",1990-12-27,621399,"sa824867"
"480","Brady Lail","- - -",1993-08-09,621078,"sa658405"
"481","Brady Miller","- - -",1996-04-04,669428,"sa3006958"
"482","Brady Puckett","- - -",1995-07-31,657252,"sa829632"
"483","Brady Schanuel","- - -",1997-02-21,670258,"sa918871"
"484","Braeden Ogle","Pirates (A)",1997-07-30,669180,"sa917989"
"485","Braham Rosario","- - -",2000-02-18,681596,"sa3006156"
"486","Brahiap Carrillo","Twins (R)",1999-04-26,672599,"sa3005473"
"487","Brailin Gonzalez","Mets (R)",1999-09-23,678650,"sa3005442"
"488","Brailyn Marquez","- - -",1999-01-30,666622,"sa918004"
"489","Bralin Jackson","Pirates (AA)",1993-12-02,621437,"sa658012"
"490","Brallan Perez","Athletics (A+)",1996-01-27,642362,"sa736999"
"491","Branden Kline","- - -",1991-09-29,571858,"sa501558"
"492","Brandon Bailey","- - -",1994-10-19,669064,"sa873692"
"493","Brandon Baker","Rangers (R)",1995-04-07,641328,"sa3008529"
"494","Brandon Barker","Marlins (AA)",1992-08-20,656210,"sa829237"
"495","Brandon Bielak","- - -",1996-04-02,656232,"sa915815"
"496","Brandon Bonilla","- - -",1993-10-21,607469,"sa602380"
"497","Brandon Brennan","- - -",1991-07-26,592165,"sa550121"
"498","Brandon Downes","Royals (AA)",1992-09-29,605213,"sa602678"
"499","Brandon Gold","Rockies (A+)",1994-09-16,641620,"sa872724"
"500","Brandon Hughes","Cubs (A)",1995-12-01,676714,"sa915618"
"501","Brandon Koch","Rays (A+)",1993-12-25,664125,"sa875026"
"502","Brandon Lawson","- - -",1994-12-13,669946,"sa918264"
"503","Brandon Leibrandt","Phillies (AAA)",1992-12-13,605335,"sa602915"
"504","Brandon Marsonek","- - -",1994-06-12,677123,"sa3004117"
"505","Brandon Miller","Marlins (A)",1995-06-16,669732,"sa873281"
"506","Brandon Polizzi","Blue Jays (A-)",1996-03-16,676998,"sa3002885"
"507","Brandon Presley","Brewers (R)",1996-11-21,676786,"sa3004594"
"508","Brandon Quintero","Mexican (AAA)",1994-02-02,664110,"sa875655"
"509","Brandon Ramey","Phillies (R)",2000-08-31,682124,"sa3007936"
"510","Brandon Waddell","- - -",1994-06-03,663399,"sa875075"
"511","Brandon Withers","- - -",1994-07-04,676930,"sa3005217"
"512","Brandyn Sittinger","- - -",1994-06-06,670087,"sa918367"
"513","Braulio Lara","- - -",1988-12-20,542316,"sa506176"
"514","Braulio Nunez","Royals (R)",1999-12-21,673308,"sa3003092"
"515","Braulio Ortiz","- - -",1991-12-20,608753,"sa603264"
"516","Braulio Torres-Perez","Mexican (AAA)",1993-04-09,679001,"sa3005365"
"517","Brauny Munoz","Indians (R)",2000-08-20,679560,"sa3006398"
"518","Braxton Ashcraft","Pirates (R)",1999-10-05,677952,"sa3008470"
"519","Braxton Light","Cubs (R)",1995-10-13,676862,"sa3008558"
"520","Braxton Lorenzini","Rockies (A)",1995-04-05,663387,"sa876106"
"521","Brayan Aquino","Red Sox (R)",2000-11-20,678695,"sa3006493"
"522","Brayan Bello","- - -",1999-05-17,678394,"sa3005436"
"523","Brayan Castillo","Rockies (R)",2000-09-11,678899,"sa3006544"
"524","Brayan De Paula","Marlins (R)",1999-06-25,675527,"sa3005070"
"525","Brayan Herrera","White Sox (R)",1998-04-05,672643,"sa3003006"
"526","Brayan Mejia","- - -",2000-06-01,673311,"sa3003093"
"527","Brayan Perez","Mariners (R)",2000-09-05,677644,"sa3006100"
"528","Brayan Salaya","Brewers (R)",2000-02-13,672783,"sa3003032"
"529","Brayant Nova","White Sox (R)",1998-08-25,665486,"sa916991"
"530","Brayden Bouchey","- - -",1995-09-20,670283,"sa918925"
"531","Braydon Fisher","Dodgers (R)",2000-07-26,680755,"sa3007929"
"532","Breckin Williams","- - -",1993-09-05,664168,"sa875020"
"533","Breidy Lara","- - -",1999-03-16,673247,"sa3002798"
"534","Breiling Eusebio","Rockies (A)",1996-10-21,650504,"sa828552"
"535","Brenan Hanifee","Orioles (A)",1998-05-29,669724,"sa917973"
"536","Brendan Butler","Athletics (A+)",1993-05-02,656278,"sa876039"
"537","Brendan Feldmann","- - -",1994-04-07,677553,"sa3004803"
"538","Brendan Hardy","Mets (R)",1999-12-15,682132,"sa3008290"
"539","Brendan King","Cubs (A)",1994-07-08,676779,"sa915721"
"540","Brendan McCurry","Astros (AAA)",1992-01-07,657680,"sa829486"
"541","Brendan McKay","- - -",1995-12-18,656713,"sa829698"
"542","Brendan Meyer","Indians (R)",1994-10-08,641868,"sa3008158"
"543","Brendan Nail","Red Sox (A)",1995-10-18,678041,"sa3005359"
"544","Brendon Little","Cubs (A)",1996-08-11,663893,"sa876266"
"545","Brennan Bernardino","Reds (AA)",1992-01-15,657514,"sa829409"
"546","Brennan Price","- - -",1995-07-15,670305,"sa918653"
"547","Bret Helton","Pirates (AA)",1993-07-25,663428,"sa875307"
"548","Brett Adcock","- - -",1995-08-28,668672,"sa873691"
"549","Brett Bond","Angels (R)",1995-10-15,674666,"sa3007508"
"550","Brett Conine","Astros (A-)",1996-10-16,669345,"sa3008024"
"551","Brett Daniels","Astros (A-)",1996-02-25,656349,"sa3008127"
"552","Brett de Geus","Dodgers (R)",1997-11-04,676969,"sa3006813"
"553","Brett Hanewich","- - -",1994-12-15,641660,"sa874149"
"554","Brett Lilek","Marlins (R)",1993-08-10,621405,"sa659053"
"555","Brett Martin","Rangers (AA)",1995-04-28,656685,"sa828879"
"556","Brett McKinney","Pirates (AAA)",1990-11-19,643441,"sa738242"
"557","Brett Morales","Yankees (R)",1995-01-10,641895,"sa738346"
"558","Brett Seeburger","Cardinals (A-)",1995-01-19,642061,"sa3004316"
"559","Briam Campusano","- - -",1996-03-26,666683,"sa917756"
"560","Brian Abreu","Royals (R)",1999-06-03,673246,"sa3003076"
"561","Brian Auerbach","Phillies (R)",1996-08-30,682557,"sa3007939"
"562","Brian Brown","Red Sox (A-)",1996-05-01,676409,"sa3007470"
"563","Brian Christian","Diamondbacks (A-)",1996-06-21,661734,"sa3006799"
"564","Brian Clark","White Sox (AA)",1993-04-27,656311,"sa827463"
"565","Brian Glowicki","Cubs (A)",1994-10-19,662107,"sa3004826"
"566","Brian Gonzalez","- - -",1995-10-25,656473,"sa828794"
"567","Brian Howard","- - -",1995-04-25,641709,"sa918377"
"568","Brian Hunter","- - -",1992-11-22,641715,"sa829173"
"569","Brian Keller","Yankees (AA)",1994-06-21,662144,"sa918951"
"570","Brian Metoyer","- - -",1996-11-13,682260,"sa3008361"
"571","Brian Moran","- - -",1988-09-30,572383,"sa501495"
"572","Brian Pirela","Cardinals (R)",1998-01-19,665535,"sa879199"
"573","Brian Rapp","Twins (R)",1995-08-10,661538,"sa3007709"
"574","Brian Shaffer","- - -",1996-08-12,675922,"sa915633"
"575","Brian Trieglaff","- - -",1994-06-13,621116,"sa918286"
"576","Briant Tejeda","Tigers (R)",2000-02-19,680849,"sa3005874"
"577","Brigham Hill","- - -",1995-07-08,656536,"sa915793"
"578","Bringnel Mendez","Yankees (R)",1994-01-31,659160,"sa873208"
"579","Brock Burke","- - -",1996-08-04,656271,"sa828798"
"580","Brock Carpenter","Dodgers (A)",1995-06-05,643246,"sa738974"
"581","Brock Dykxhoorn","- - -",1994-07-02,621245,"sa658513"
"582","Brody Koerner","- - -",1993-10-17,621259,"sa875744"
"583","Brody Rodning","Blue Jays (A)",1996-01-14,676697,"sa3004591"
"584","Brooks Kriske","- - -",1994-02-03,621139,"sa918091"
"585","Brooks Wilson","- - -",1996-03-15,676570,"sa3006966"
"586","Bruce Zimmermann","- - -",1995-02-09,669145,"sa3004810"
"587","Brusdar Graterol","- - -",1998-08-26,660813,"sa873310"
"588","Bryam Pena","- - -",2001-02-04,681651,"sa3006166"
"589","Bryan Abreu","- - -",1997-04-22,650556,"sa828588"
"590","Bryan Alcala","Phillies (R)",1997-08-14,673445,"sa3002685"
"591","Bryan Baker","- - -",1994-12-02,641329,"sa739000"
"592","Bryan Batista","Padres (R)",1999-01-01,678253,"sa3006106"
"593","Bryan Blanton","Yankees (R)",1995-12-19,676802,"sa3004351"
"594","Bryan Bonnell","Mariners (AA)",1993-09-28,621088,"sa658824"
"595","Bryan Brickhouse","- - -",1992-06-06,595893,"sa597825"
"596","Bryan Caceres","Nationals (R)",2000-02-19,678409,"sa3005687"
"597","Bryan Dobzanski","- - -",1995-08-31,656377,"sa829656"
"598","Bryan Evans","- - -",1987-02-25,543141,"sa455162"
"599","Bryan Harper","Nationals (AA)",1989-12-29,543280,"sa549768"
"600","Bryan Herrera","- - -",1998-04-22,661561,"sa917111"
"601","Bryan Hudson","Cubs (A+)",1997-05-08,663542,"sa874984"
"602","Bryan Lara","- - -",1997-11-06,673233,"sa3003067"
"603","Bryan Lucas","Red Sox (R)",1997-12-13,678488,"sa3006123"
"604","Bryan Mata","Red Sox (A+)",1999-05-03,667356,"sa917784"
"605","Bryan Menendez","Diamondbacks (R)",1996-01-18,682035,"sa3006990"
"606","Bryan Pena","Nationals (R)",2000-01-10,678370,"sa3006483"
"607","Bryan Sammons","- - -",1995-04-27,676614,"sa3003932"
"608","Bryan Solano","- - -",1998-01-25,674484,"sa3003149"
"609","Bryan Torres","Pirates (R)",2001-04-12,678897,"sa3006139"
"610","Bryan Valdez","- - -",1994-11-27,670552,"sa919377"
"611","Bryan Warzek","- - -",1997-01-17,679338,"sa3008165"
"612","Bryant Flete","White Sox (AA)",1993-01-31,622356,"sa657425"
"613","Bryant Perez","Twins (R)",2000-06-25,679697,"sa3008167"
"614","Bryar Johnson","Royals (R)",1999-08-17,676770,"sa3004670"
"615","Bryce Conley","Athletics (A)",1994-08-22,676785,"sa3004704"
"616","Bryce Hensley","- - -",1995-10-03,681991,"sa3006988"
"617","Bryce Howe","- - -",1995-11-27,676745,"sa3004474"
"618","Bryce Hutchinson","Mets (R)",1998-10-21,676406,"sa3005328"
"619","Bryce Nightengale","- - -",1996-08-16,681881,"sa3007481"
"620","Bubba Derby","Brewers (AAA)",1994-02-24,622246,"sa875183"
"621","Bud Jeter","- - -",1991-10-27,641728,"sa738369"
"622","Burris Warner","- - -",1994-10-15,670378,"sa918496"
"623","C.J. Carter","- - -",1997-05-27,682114,"sa3007490"
"624","C.J. Eldred","Royals (R)",1995-05-06,678616,"sa3006697"
"625","C.J. Saylor","Cardinals (A)",1993-10-14,608367,"sa658930"
"626","Caden Lemons","- - -",1998-12-02,671132,"sa3005350"
"627","Cal Quantrill","- - -",1995-02-10,615698,"sa738477"
"628","Cale Coshow","Yankees (AAA)",1992-07-16,641483,"sa738313"
"629","Caleb Baragar","- - -",1994-04-09,670056,"sa918160"
"630","Caleb Boushley","- - -",1993-10-01,676961,"sa3004226"
"631","Caleb Evans","- - -",1995-03-04,676947,"sa3004484"
"632","Caleb Knight","Cubs (A-)",1996-01-02,676332,"sa3008279"
"633","Caleb Sampen","Dodgers (R)",1996-07-23,680789,"sa3007965"
"634","Caleb Simpson","Giants (AA)",1991-09-15,643539,"sa738717"
"635","Calvin Coker","- - -",1996-03-06,681085,"sa3007932"
"636","Calvin Faucher","- - -",1995-09-22,676534,"sa3004013"
"637","Cam Alldred","- - -",1996-07-25,682027,"sa3006833"
"638","Cam Baird","Marlins (R)",1996-05-15,681968,"sa3007482"
"639","Cam Balego","Cubs (A)",1995-06-12,676901,"sa3004517"
"640","Cam Hill","Indians (AAA)",1994-05-24,657611,"sa829228"
"641","Cam Robinson","Brewers (R)",1999-09-06,676515,"sa3005216"
"642","Cam Sanders","- - -",1996-12-09,676742,"sa3008067"
"643","Cam Vieaux","- - -",1993-12-05,664944,"sa873657"
"644","Cameron Bishop","Orioles (A)",1996-02-14,656235,"sa829601"
"645","Cameron Kurz","Braves (R)",1996-05-10,681921,"sa3007908"
"646","Cameron McVey","Mexican (AAA)",1988-10-18,605377,"sa599238"
"647","Cameron Ming","- - -",1996-05-02,666933,"sa3004576"
"648","Cameron Mingo","- - -",1993-09-10,664165,"sa945471"
"649","Cameron Planck","Mets (R)",1998-03-05,669951,"sa3008036"
"650","Cameron Seitzer","- - -",1990-01-11,607081,"sa578022"
"651","Camilo Doval","Giants (A)",1997-07-04,666808,"sa916835"
"652","Cannon Chadwick","Mets (A)",1994-12-02,667430,"sa3004640"
"653","Carfred Espana","Yankees (R)",2000-01-03,672753,"sa3004201"
"654","Carlos Acevedo","- - -",1994-09-27,649442,"sa828812"
"655","Carlos Alejo","- - -",1999-08-23,669797,"sa919033"
"656","Carlos Baerga","Braves (R)",1995-09-02,675034,"sa3004387"
"657","Carlos Belen","- - -",1996-02-28,627893,"sa736746"
"658","Carlos Benua","- - -",2000-04-24,679196,"sa3005851"
"659","Carlos Betancourt","Phillies (R)",2001-03-27,678640,"sa3006600"
"660","Carlos Bustamante","- - -",1994-09-25,619854,"sa654744"
"661","Carlos Caminero","Braves (R)",1997-09-17,672397,"sa3002931"
"662","Carlos Campos","- - -",2001-05-10,679923,"sa3005457"
"663","Carlos Carreno","Reds (R)",1998-09-04,666636,"sa917564"
"664","Carlos Castellanos","Mets (R)",2001-01-27,679458,"sa3006588"
"665","Carlos Chavez","Mexican (AAA)",1992-04-06,674267,"sa977183"
"666","Carlos Cortes","Red Sox (R)",1996-07-26,665532,"sa880945"
"667","Carlos Cuello","Nationals (R)",1999-02-26,672871,"sa3002615"
"668","Carlos De Avila","Dodgers (R)",2000-02-11,681770,"sa3005895"
"669","Carlos De La Cruz","Braves (R)",1996-09-12,682527,"sa3007277"
"670","Carlos De La Cruz","Diamondbacks (R)",1998-05-07,665792,"sa922053"
"671","Carlos De Leon","Mexican (AAA)",1997-06-28,660610,"sa916092"
"672","Carlos De Los Santos","- - -",2000-11-18,678914,"sa3005448"
"673","Carlos Diaz","- - -",1993-11-18,606234,"sa597196"
"674","Carlos Diaz","Reds (A+)",1992-02-03,622407,"sa658086"
"675","Carlos Duran","Dodgers (R)",2001-07-30,679922,"sa3006404"
"676","Carlos Espinal","- - -",1996-10-21,664284,"sa872567"
"677","Carlos Felix","Mexican (AAA)",1995-11-06,644577,"sa740138"
"678","Carlos Francisco","Phillies (R)",1998-03-28,675134,"sa3003153"
"679","Carlos Garcia","Rays (R)",1998-11-28,681603,"sa3006590"
"680","Carlos German","Mariners (R)",2000-12-30,680621,"sa3006149"
"681","Carlos Gomez","- - -",1999-09-30,672381,"sa3002927"
"682","Carlos Gomez","Yankees (R)",1998-06-14,680622,"sa3006699"
"683","Carlos Gonzalez","Rockies (R)",1998-12-11,666003,"sa917900"
"684","Carlos Guarate","Padres (R)",2001-03-30,678672,"sa3006127"
"685","Carlos Guzman","Mariners (R)",1997-01-28,656003,"sa831147"
"686","Carlos Guzman","- - -",1998-05-16,664346,"sa871477"
"687","Carlos Hernandez","Royals (A)",1997-03-11,672578,"sa3004199"
"688","Carlos Hernandez","Mexican (AAA)",1987-03-04,488957,"sa393410"
"689","Carlos Hernandez","- - -",1994-04-26,622380,"sa657734"
"690","Carlos Hernandez","- - -",1994-11-03,650704,"sa827961"
"691","Carlos Hernandez","- - -",1996-02-08,656047,"sa828356"
"692","Carlos Herrera","Brewers (A)",1997-10-26,660667,"sa873309"
"693","Carlos Hiraldo","- - -",1996-07-15,650593,"sa828141"
"694","Carlos Leandro","Athletics (R)",2001-01-01,678657,"sa3005831"
"695","Carlos Luna","Brewers (R)",1996-09-25,650690,"sa828727"
"696","Carlos Machorro","- - -",1996-09-20,660420,"sa877615"
"697","Carlos Martinez","Braves (A)",1995-05-02,642751,"sa737214"
"698","Carlos Meza","Diamondbacks (R)",2001-02-10,680640,"sa3006410"
"699","Carlos Mola","White Sox (R)",2000-12-20,680641,"sa3006411"
"700","Carlos Montilla","Dodgers (R)",1999-07-24,674761,"sa3002817"
"701","Carlos Morales","- - -",1997-01-05,676190,"sa3002602"
"702","Carlos Navas","Reds (AA)",1992-08-13,593163,"sa550615"
"703","Carlos Naveda","Rangers (R)",1999-07-05,674460,"sa3003144"
"704","Carlos Ocampo","Cubs (R)",1998-09-03,667363,"sa917771"
"705","Carlos Paula","Cubs (R)",2000-01-29,673362,"sa3003098"
"706","Carlos Pech","Mexican (AAA)",1995-12-18,667903,"sa914287"
"707","Carlos Pena","Nationals (A)",1994-04-03,665530,"sa879441"
"708","Carlos Penalver","- - -",1994-05-17,600948,"sa596953"
"709","Carlos Perdomo","Tigers (R)",1998-04-25,666775,"sa917476"
"710","Carlos Perez","Rockies (R)",2001-07-17,681733,"sa3006174"
"711","Carlos Polanco","Rockies (A-)",1994-02-18,625480,"sa696311"
"712","Carlos Rodriguez","Dodgers (R)",1999-04-02,675135,"sa3008467"
